identifier,var,group,term_nr,term,statistic,value,type,method,confirmatory,notes
M5,,,12,trustworthiness_median_z:host_gendermale,t,-1.894099,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,12,trustworthiness_median_z:host_gendermale,p,0.05849798,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,12,trustworthiness_median_z:host_gendermale,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,12,trustworthiness_median_z:host_gendermale,2.5 %,-0.03660012,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,12,trustworthiness_median_z:host_gendermale,97.5 %,0.0006474697,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,13,(Model),R squared,0.6423265,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,13,(Model),adjusted R squared,0.6384233,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,13,(Model),F,164.5648,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,13,(Model),numerator df,11,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,13,(Model),denominator df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,13,(Model),p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003524736,,Linear regression,TRUE,Trustworthiness-gender interaction
M6,,,1,(Intercept),b,1.95335,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,1,(Intercept),SE,0.009296832,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,1,(Intercept),t,210.1092,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,1,(Intercept),p,0,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,1,(Intercept),df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,1,(Intercept),2.5 %,1.935107,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,1,(Intercept),97.5 %,1.971594,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,2,trustworthiness_median_z,b,-0.005551377,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,2,trustworthiness_median_z,SE,0.004813398,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,2,trustworthiness_median_z,t,-1.153318,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,2,trustworthiness_median_z,p,0.2490535,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,2,trustworthiness_median_z,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,2,trustworthiness_median_z,2.5 %,-0.01499681,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,2,trustworthiness_median_z,97.5 %,0.003894052,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,3,attractiveness_median_z,b,0.009503304,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,3,attractiveness_median_z,SE,0.006339651,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,3,attractiveness_median_z,t,1.499026,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,3,attractiveness_median_z,p,0.1341799,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,3,attractiveness_median_z,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,3,attractiveness_median_z,2.5 %,-0.002937121,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,3,attractiveness_median_z,97.5 %,0.02194373,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,4,host_gendermale,b,0.004870134,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,4,host_gendermale,SE,0.009911642,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,4,host_gendermale,t,0.4913549,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,4,host_gendermale,p,0.6232824,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,4,host_gendermale,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,4,host_gendermale,2.5 %,-0.01457968,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,4,host_gendermale,97.5 %,0.02431995,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,5,host_is_superhost1,b,0.0148563,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,5,host_is_superhost1,SE,0.01353948,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,5,host_is_superhost1,t,1.097257,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,5,host_is_superhost1,p,0.272791,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,5,host_is_superhost1,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,5,host_is_superhost1,2.5 %,-0.01171251,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,5,host_is_superhost1,97.5 %,0.0414251,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,6,review_scores_rating_z,b,0.02216268,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,6,review_scores_rating_z,SE,0.004806708,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,6,review_scores_rating_z,t,4.610781,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,6,review_scores_rating_z,p,0.00000452666,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,6,review_scores_rating_z,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,6,review_scores_rating_z,2.5 %,0.01273038,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,6,review_scores_rating_z,97.5 %,0.03159498,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,7,number_of_reviews_log_z,b,0.001940185,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,7,number_of_reviews_log_z,SE,0.004749811,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,7,number_of_reviews_log_z,t,0.4084763,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,7,number_of_reviews_log_z,p,0.6830108,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,7,number_of_reviews_log_z,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,7,number_of_reviews_log_z,2.5 %,-0.007380464,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,7,number_of_reviews_log_z,97.5 %,0.01126083,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,8,median_rent_log_z,b,0.07606004,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,8,median_rent_log_z,SE,0.004608003,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,8,median_rent_log_z,t,16.50607,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,8,median_rent_log_z,p,0.000000000000000000000000000000000000000000000000000002332538,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,8,median_rent_log_z,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,8,median_rent_log_z,2.5 %,0.06701766,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,8,median_rent_log_z,97.5 %,0.08510242,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,9,entire_apartment1,b,0.2455163,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,9,entire_apartment1,SE,0.009643245,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,9,entire_apartment1,t,25.45993,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,9,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008191369,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,9,entire_apartment1,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,9,entire_apartment1,2.5 %,0.2265932,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,9,entire_apartment1,97.5 %,0.2644395,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,10,bedrooms_z,b,0.06321162,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,10,bedrooms_z,SE,0.004609079,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,10,bedrooms_z,t,13.71459,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,10,bedrooms_z,p,0.000000000000000000000000000000000000002242143,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,10,bedrooms_z,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,10,bedrooms_z,2.5 %,0.05416713,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,10,bedrooms_z,97.5 %,0.07225611,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,11,apartment_rating_median_z,b,0.05294594,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,11,apartment_rating_median_z,SE,0.004737432,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,11,apartment_rating_median_z,t,11.17608,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,11,apartment_rating_median_z,p,0.000000000000000000000000002023589,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,11,apartment_rating_median_z,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,11,apartment_rating_median_z,2.5 %,0.04364958,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,11,apartment_rating_median_z,97.5 %,0.0622423,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,12,attractiveness_median_z:host_gendermale,b,0.005666609,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,12,attractiveness_median_z:host_gendermale,SE,0.009621079,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,12,attractiveness_median_z:host_gendermale,t,0.5889786,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,12,attractiveness_median_z:host_gendermale,p,0.5560076,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,12,attractiveness_median_z:host_gendermale,df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,12,attractiveness_median_z:host_gendermale,2.5 %,-0.01321303,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,12,attractiveness_median_z:host_gendermale,97.5 %,0.02454625,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,13,(Model),R squared,0.6411769,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,13,(Model),adjusted R squared,0.6372612,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,13,(Model),F,163.744,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,13,(Model),numerator df,11,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,13,(Model),denominator df,1008,,Linear regression,TRUE,Attractiveness-gender interaction
M6,,,13,(Model),p,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000176189,,Linear regression,TRUE,Attractiveness-gender interaction
M7,,,1,(Intercept),b,1.952411,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,1,(Intercept),SE,0.00919153,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,1,(Intercept),t,212.4141,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,1,(Intercept),p,0,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,1,(Intercept),df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,1,(Intercept),2.5 %,1.934374,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,1,(Intercept),97.5 %,1.970447,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,2,trustworthiness_median_z,b,-0.0005728706,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,2,trustworthiness_median_z,SE,0.007215792,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,2,trustworthiness_median_z,t,-0.07939123,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,2,trustworthiness_median_z,p,0.9367372,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,2,trustworthiness_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,2,trustworthiness_median_z,2.5 %,-0.01473256,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,2,trustworthiness_median_z,97.5 %,0.01358682,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,3,entire_apartment1,b,0.2456229,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,3,entire_apartment1,SE,0.009642649,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,3,entire_apartment1,t,25.47255,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,3,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006733642,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,3,entire_apartment1,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,3,entire_apartment1,2.5 %,0.2267009,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,3,entire_apartment1,97.5 %,0.2645449,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,4,attractiveness_median_z,b,0.01190013,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,4,attractiveness_median_z,SE,0.004841415,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,4,attractiveness_median_z,t,2.457985,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,4,attractiveness_median_z,p,0.01413928,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,4,attractiveness_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,4,attractiveness_median_z,2.5 %,0.002399719,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,4,attractiveness_median_z,97.5 %,0.02140053,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,5,host_gendermale,b,0.004793364,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,5,host_gendermale,SE,0.00990806,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,5,host_gendermale,t,0.4837843,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,5,host_gendermale,p,0.628644,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,5,host_gendermale,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,5,host_gendermale,2.5 %,-0.01464942,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,5,host_gendermale,97.5 %,0.02423615,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,6,host_is_superhost1,b,0.01486844,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,6,host_is_superhost1,SE,0.01353391,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,6,host_is_superhost1,t,1.098606,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,6,host_is_superhost1,p,0.2722021,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,6,host_is_superhost1,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,6,host_is_superhost1,2.5 %,-0.01168943,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,6,host_is_superhost1,97.5 %,0.04142631,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,7,review_scores_rating_z,b,0.0223204,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,7,review_scores_rating_z,SE,0.004803226,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,7,review_scores_rating_z,t,4.64696,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,7,review_scores_rating_z,p,0.000003815027,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,7,review_scores_rating_z,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,7,review_scores_rating_z,2.5 %,0.01289493,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,7,review_scores_rating_z,97.5 %,0.03174587,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,8,number_of_reviews_log_z,b,0.001995779,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,8,number_of_reviews_log_z,SE,0.004746168,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,8,number_of_reviews_log_z,t,0.4205032,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,8,number_of_reviews_log_z,p,0.6742075,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,8,number_of_reviews_log_z,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,8,number_of_reviews_log_z,2.5 %,-0.007317723,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,8,number_of_reviews_log_z,97.5 %,0.01130928,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,9,median_rent_log_z,b,0.07574441,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,9,median_rent_log_z,SE,0.004614822,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,9,median_rent_log_z,t,16.41329,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,9,median_rent_log_z,p,0.000000000000000000000000000000000000000000000000000007807226,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,9,median_rent_log_z,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,9,median_rent_log_z,2.5 %,0.06668865,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,9,median_rent_log_z,97.5 %,0.08480017,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,10,bedrooms_z,b,0.06309164,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,10,bedrooms_z,SE,0.004608996,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,10,bedrooms_z,t,13.6888,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,10,bedrooms_z,p,0.000000000000000000000000000000000000003024739,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,10,bedrooms_z,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,10,bedrooms_z,2.5 %,0.05404732,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,10,bedrooms_z,97.5 %,0.07213597,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,11,apartment_rating_median_z,b,0.05286923,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,11,apartment_rating_median_z,SE,0.00473725,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,11,apartment_rating_median_z,t,11.16032,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,11,apartment_rating_median_z,p,0.000000000000000000000000002369695,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,11,apartment_rating_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,11,apartment_rating_median_z,2.5 %,0.04357323,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,11,apartment_rating_median_z,97.5 %,0.06216523,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,12,trustworthiness_median_z:entire_apartment1,b,-0.007737299,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,12,trustworthiness_median_z:entire_apartment1,SE,0.009100037,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,12,trustworthiness_median_z:entire_apartment1,t,-0.8502492,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,12,trustworthiness_median_z:entire_apartment1,p,0.3953885,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,12,trustworthiness_median_z:entire_apartment1,df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,12,trustworthiness_median_z:entire_apartment1,2.5 %,-0.02559449,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,12,trustworthiness_median_z:entire_apartment1,97.5 %,0.01011989,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,13,(Model),R squared,0.6413107,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,13,(Model),adjusted R squared,0.6373964,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,13,(Model),F,163.8392,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,13,(Model),numerator df,11,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,13,(Model),denominator df,1008,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M7,,,13,(Model),p,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000146142,,Linear regression,TRUE,Trustworthiness-entire apartment interaction
M8,,,1,(Intercept),b,1.952611,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,1,(Intercept),SE,0.009205661,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,1,(Intercept),t,212.1098,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,1,(Intercept),p,0,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,1,(Intercept),df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,1,(Intercept),2.5 %,1.934547,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,1,(Intercept),97.5 %,1.970676,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,2,trustworthiness_median_z,b,-0.005213067,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,2,trustworthiness_median_z,SE,0.004776702,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,2,trustworthiness_median_z,t,-1.091353,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,2,trustworthiness_median_z,p,0.2753784,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,2,trustworthiness_median_z,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,2,trustworthiness_median_z,2.5 %,-0.01458649,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,2,trustworthiness_median_z,97.5 %,0.004160351,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,3,attractiveness_median_z,b,0.01301932,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,3,attractiveness_median_z,SE,0.008090943,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,3,attractiveness_median_z,t,1.609122,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,3,attractiveness_median_z,p,0.1079027,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,3,attractiveness_median_z,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,3,attractiveness_median_z,2.5 %,-0.002857704,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,3,attractiveness_median_z,97.5 %,0.02889634,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,4,entire_apartment1,b,0.2454215,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,4,entire_apartment1,SE,0.009652147,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,4,entire_apartment1,t,25.42663,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,4,entire_apartment1,p,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001373323,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,4,entire_apartment1,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,4,entire_apartment1,2.5 %,0.2264809,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,4,entire_apartment1,97.5 %,0.2643621,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,5,host_gendermale,b,0.004759727,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,5,host_gendermale,SE,0.009911387,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,5,host_gendermale,t,0.4802282,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,5,host_gendermale,p,0.6311694,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,5,host_gendermale,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,5,host_gendermale,2.5 %,-0.01468959,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,5,host_gendermale,97.5 %,0.02420904,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,6,host_is_superhost1,b,0.01470538,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,6,host_is_superhost1,SE,0.01354673,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,6,host_is_superhost1,t,1.085529,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,6,host_is_superhost1,p,0.2779468,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,6,host_is_superhost1,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,6,host_is_superhost1,2.5 %,-0.01187765,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,6,host_is_superhost1,97.5 %,0.04128841,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,7,review_scores_rating_z,b,0.0222314,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,7,review_scores_rating_z,SE,0.004808104,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,7,review_scores_rating_z,t,4.623737,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,7,review_scores_rating_z,p,0.000004258313,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,7,review_scores_rating_z,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,7,review_scores_rating_z,2.5 %,0.01279637,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,7,review_scores_rating_z,97.5 %,0.03166644,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,8,number_of_reviews_log_z,b,0.002041997,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,8,number_of_reviews_log_z,SE,0.004747521,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,8,number_of_reviews_log_z,t,0.4301187,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,8,number_of_reviews_log_z,p,0.6672013,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,8,number_of_reviews_log_z,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,8,number_of_reviews_log_z,2.5 %,-0.007274159,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,8,number_of_reviews_log_z,97.5 %,0.01135815,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,9,median_rent_log_z,b,0.07602595,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,9,median_rent_log_z,SE,0.004611704,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,9,median_rent_log_z,t,16.48544,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,9,median_rent_log_z,p,0.000000000000000000000000000000000000000000000000000003052607,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,9,median_rent_log_z,df,1008,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,9,median_rent_log_z,2.5 %,0.06697631,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,9,median_rent_log_z,97.5 %,0.08507559,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,10,bedrooms_z,b,0.06316032,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,10,bedrooms_z,SE,0.004610651,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,10,bedrooms_z,t,13.69879,,Linear regression,TRUE,Attractiveness-entire apartment interaction
M8,,,10,bedrooms_z,p,0.000000000000000000000000000000000000002693792,,Linear regression,TRUE,Attractiveness-entire apartment interaction
